,urlDrugName,rating,effectiveness,sideEffects,benefitsReview
2772,tenormin,10,Highly Effective,Mild Side Effects,"The benefits were immediate relief from a ""racing heart"" or tachycardia caused by anxiety. I use this medicine prophylactically and found that it is very effective in controlling my heart rate and keeping it within a normal range. The only time it does not work is if I have a full-blown panic attack. At that point, other types of medications are used in addition to the atenolol."
2773,synthroid,10,Highly Effective,No Side Effects,Treatment benefits involved bringing the thyroid function tests into the normal range to counteract the hypothyroid condition that someetimes occurs in post-menopausal women.
2774,wellbutrin-xl,2,Moderately Effective,Extremely Severe Side Effects,Started to fell seasonal depression clear with about a week.
2775,zocor,1,Moderately Effective,Extremely Severe Side Effects,to lower cholesterol
2776,zmax,5,Moderately Effective,Mild Side Effects,The sinus infection lessened but did not go away.  I noticed that using a neti pot for a nasal flush worked much better.
2777,lipitor,8,Highly Effective,Severe Side Effects,"Lipitor did lower my total cholesterol count, triglycerides, and bad cholesterol as well as raising my good cholesterol.  I was happy with the results."
2778,citalopram,10,Highly Effective,Mild Side Effects,Through taking this medication i basically have a stress free life. Being bi polar is crazy crazy stuff. I take 80mg of citalopram every night and wake up every morning able to function and care for my three children. Structure and routine is looking very possible. I now only have a flat day once every few weeks.
2779,oracea,5,Moderately Effective,Moderate Side Effects,"The treatment cleared up papules and pustules (not completely, but significantly) and decreased redness in the face."
2780,yasmin,3,Highly Effective,Moderate Side Effects,There was no chance of pregancy because i lost 100 percent of my libido. My skin cleared up for the most part.
2781,omnicef,1,Ineffective,Extremely Severe Side Effects,"This drug was prescribed because my daughter has had adverse side effects from penicillin based antibiotics (trunk rash/hives from amoxicillin for an ear infection). She had a sinus infection that we couldn't get rid of with natural remedies (salt water flush, tea, elevated sleeping) so we went the antibiotic route."
2782,aldactone,7,Considerably Effective,Mild Side Effects,"The Spironolactone has really helped my acne, especially the huge flare ups I'd have monthly with my period.  I do still occasionally have break outs, but they are usually less severe, shorter lasting, and confined to my face."
2783,amerge,8,Considerably Effective,Mild Side Effects,Amerge is effective in reducing the pain and associated symptoms of migraines.
2784,ativan,3,Highly Effective,Severe Side Effects,they were like a magic tablet
2785,xanax,10,Highly Effective,No Side Effects,the treatment drastically reduced my anxiety and feelings of stress and panic during my PMS week.
2786,estring,8,Moderately Effective,No Side Effects,"Eased vaginal dryness for more comfortable intercourse.  Probably has a beneficial effect on my heart condition, since there is heart related problems in my family of origin."
2787,aldactone,10,Highly Effective,No Side Effects,NO LONGER ANY KNEE SWELLING.....TOTAL KNEE MOBILITY... NO PAIN...
2788,climara-pro,3,Marginally Effective,Moderate Side Effects,There was a small reduction in my hot flashes but the side effect was bothering me too much to stay on the patch longer to see if it would have totally eliminated them over time.
2789,zomig,8,Highly Effective,Mild Side Effects,"I have terrible headaches that nothing ever helped, until zomig.  it has been a miracle drug for me."
2790,tazorac,6,Moderately Effective,Moderate Side Effects,"my skin appeared smoother after an initial rough period with the start up of the product...fine lines seem to diminish and overall my skin seemed less sallow and more even toned....although, because of the continuing side effects it's difficult to stick with a consistent application"
2791,adipex-p,4,Moderately Effective,Severe Side Effects,"Well, I did not have an appetite all day.  But then at night, I was very hungry.  I only lost about 2 pounds in the week I took it."
2792,chantix,10,Highly Effective,Mild Side Effects,Definately helps control the urge to smoke.  Was able to make it through the first week of no smoking with VERY CONTROLABLE urges.
2793,adipex-p,10,Highly Effective,Mild Side Effects,lost weight very fast then mantained it for 4 years.
2794,lexapro,9,Considerably Effective,Mild Side Effects,"Lessened anxiety,brought about more attention"
2795,clonazepam,8,Highly Effective,Mild Side Effects,"It reduced the tingling sensation, and numbness feeling in the effected part,it also acted on reducing stress levels. I found it as a last resort because for 3 years before that my life was very painful cause of the nerve damage, that I suffered during a Mucocele removal. I took the anti anxiety drug for 2 years and its side effect that it blocks nerve communication helped a lot, and thx god after 5 years i am cured, my nerve healed."
2796,zovirax,10,Highly Effective,Mild Side Effects,I have had Herpes Zoster or VZV all my life. Acyclovir completely eliminates the headache and flu like symptoms. If I take it early enough it stops all outbreaks in one or two days. If taken late; I need a higher dose and it can eliminate blisters in 2 or three days. My outbreaks were once or twice a year and I only used acyclovir cream. Now it appears less than once a year and can be stopped with Zovirax(Acyclovir).
2797,valtrex,7,Moderately Effective,No Side Effects,Shortened duration of herpes outbreak.
2798,cymbalta,2,Ineffective,Severe Side Effects,Slight anxiety reduction but minimal.
2799,prednisone,1,Moderately Effective,Severe Side Effects,"Facial swelling reduced dramatically over 3 days, only to return (less so) as a side effect.  I could have just taken Benadryl, and although it would have taken longer to recover from the allergic reaction (possibly another week), I would have been normal without side effects, and without withdrawal effects.  The drug took a modest problem and created a far worse one.  I told the physician I reacted strongly to drugs.  Since then I've learned that some physicians are quite blas� about the side effects of prednisone -- apparently that old adage about ""first do no wrong"" is no longer important."
2800,provigil,10,Highly Effective,No Side Effects,"I am able to stay awake while driving.  I am able to focus on tasks and concentrate better.  My concentration is clearer.  It's not habit-forming because I could live without it.  It's just that I can not function without it.  I can't drive, or stay awake for any reasonable length of time during the day.  My narcolepsy and sleep apnea are so bad that I do not dream at night at all.  With the provigil, along with my other medications, I am able to balance day and night and not feel like I'm fighting to keep my eyelids open.  Also, I don't need any caffeine or other stay awake medications that are harmful and habit-forming."
