term,idx,tf,df
combination someone,7307,1,1
suffer sleep,40041,1,1
deprivation contribute,10387,1,1
contribute depression,8224,1,1
depression low,10295,1,1
energy anxiety,13562,1,1
anxiety felt,2667,1,1
felt cured,15721,1,1
stratterra enable,39631,1,1
enable concentrate,13439,1,1
concentrate focus,7698,1,1
hand make,18690,1,1
world difference,46453,1,1
difference daily,10718,1,1
life four,23496,1,1
use stratterra,44390,1,1
stratterra would,39632,1,1
never switch,27957,1,1
switch different,40515,1,1
different adhd,10758,1,1
adhd medication,1139,1,1
leg clot,22953,1,1
clot would,7115,1,1
extend would,14786,1,1
would clot,46588,1,1
clot form,7110,1,1
form potentially,16755,1,1
potentially cause,31615,1,1
cause death,6199,1,1
nausua,27597,1,1
unrealiable,44013,1,1
maintain job,24803,1,1
time suffer,42558,1,1
age severe,1344,1,1
severe nausua,36699,1,1
nausua result,27598,1,1
result emergency,35269,1,1
room visit,35675,1,1
visit per,44816,1,1
month miss,26752,1,1
miss much,26517,1,1
much school,27281,1,1
family event,15186,1,1
event become,14189,1,1
become unrealiable,4390,1,1
unrealiable later,44014,1,1
later bring,22728,1,1
bring depression,5655,1,1
suffer today,40046,1,1
today year,42713,1,1
severe function,36674,1,1
life somewhat,23562,1,1
somewhat normal,38380,1,1
normal imitrex,28396,1,1
imitrex give,20486,1,1
give chance,17666,1,1
chance live,6391,1,1
life way,23588,1,1
way want,45203,1,1
allergy open,1612,1,1
open nasal,29338,1,1
passage stop,30378,1,1
stop post,39538,1,1
timeliness,42601,1,1
improve focus,20702,1,1
focus concentration,16493,1,1
memory organization,25800,1,1
organization timeliness,29467,1,1
timeliness mood,42602,1,1
mood patience,26910,1,1
patience improve,30445,1,1
ability attend,265,1,1
attend unpleasant,3571,1,1
unpleasant task,44011,1,1
anxiety break,2630,1,1
break marriage,5511,1,1
marriage lose,25198,1,1
lose huge,24379,1,1
weight sleep,45495,1,1
sleep agitate,37612,1,1
agitate tearful,1384,1,1
tearful etc,41376,1,1
etc etc,14010,1,1
etc fluoxetine,14011,1,1
fluoxetine initially,16453,1,1
help relax,19404,1,1
relax give,34592,1,1
give holiday,17691,1,1
holiday effect,19720,1,1
effect totally,12909,1,1
totally calm,42905,1,1
calm enable,5845,1,1
enable resume,13448,1,1
life regain,23549,1,1
regain weight,34416,1,1
weight although,45457,1,1
although totally,2216,1,1
totally free,42913,1,1
free fluoxetine,16877,1,1
fluoxetine cut,16452,1,1
cut every,9119,1,1
resume work,35355,1,1
experience fluoxetine,14631,1,1
fluoxetine take,16454,1,1
away extreme,3756,1,1
pound feel,31623,1,1
hungry take,20183,1,1
day forget,9526,1,1
forget capsule,16716,1,1
capsule feel,6000,1,1
hungry easy,20180,1,1
easy stick,12549,1,1
insomnia night,21587,1,1
stop hour,39504,1,1
hour mood,19957,1,1
mood stabilize,26926,1,1
stabilize memory,38844,1,1
improve feel,20699,1,1
feel focused,15464,1,1
focused libido,16544,1,1
libido return,23429,1,1
return skin,35452,1,1
ritalin make,35633,1,1
work give,46303,1,1
give good,17687,1,1
good sensation,18169,1,1
sensation could,36441,1,1
could thing,8648,1,1
work work,46427,1,1
like bee,23685,1,1
bee therefor,4457,1,1
therefor depression,41771,1,1
depression thing,10355,1,1
thing past,41886,1,1
past medication,30399,1,1
help mind,19363,1,1
mind focus,26304,1,1
focus sharp,16529,1,1
sharp concentrate,36834,1,1
concentrate well,7716,1,1
iui,22067,1,1
produce mature,32532,1,1
mature follicle,25234,1,1
follicle iui,16570,1,1
iui cycle,22068,1,1
practicioner,31669,1,1
medication cipro,25481,1,1
cipro prescribe,6777,1,1
prescribe general,31862,1,1
general practicioner,17333,1,1
practicioner treat,31670,1,1
treat strep,43107,1,1
infection first,21219,1,1
considerable improvement,7958,1,1
improvement time,20815,1,1
time perscription,42510,1,1
perscription totally,30890,1,1
totally consume,42907,1,1
consume probably,8095,1,1
probably day,32345,1,1
worth strep,46541,1,1
go clear,17830,1,1
clear second,6967,1,1
second occasion,36164,1,1
occasion treat,28906,1,1
treat similar,43106,1,1
similar illness,37133,1,1
illness side,20459,1,1
effect detect,12744,1,1
mmol,26550,1,1
ml,26544,1,1
trigylserides,43386,1,1
symptom feel,40604,1,1
good bad,18042,1,1
bad crestor,4043,1,1
crestor cholesterol,8948,1,1
cholesterol always,6651,1,1
high routine,19597,1,1
routine blood,35734,1,1
test around,41631,1,1
ago rise,1412,1,1
rise mmol,35610,1,1
mmol l,26551,1,1
l almost,22523,1,1
almost ml,1776,1,1
ml dl,26545,1,1
dl hdl,11240,1,1
hdl ldl,18883,1,1
ldl ratio,22822,1,1
ratio poor,33493,1,1
poor trigylserides,31445,1,1
trigylserides normal,43387,1,1
take crestor,40970,1,1
crestor weight,8953,1,1
none help,28294,1,1
sleep cranky,37631,1,1
cranky next,8828,1,1
day depress,9487,1,1
depress tire,10159,1,1
overuse,29752,1,1
pimple pustule,31203,1,1
pustule anything,33056,1,1
else associate,13338,1,1
associate condition,3379,1,1
condition maybe,7806,1,1
maybe never,25314,1,1
hard say,18825,1,1
first dermatologist,16161,1,1
prescribe want,31908,1,1
want put,45051,1,1
put several,33096,1,1
week antibiotic,45264,1,1
antibiotic really,2554,1,1
want systemic,45066,1,1
systemic side,40821,1,1
effect also,12696,1,1
also oppose,2064,1,1
oppose overuse,29383,1,1
overuse antibiotic,29753,1,1
antibiotic lead,2545,1,1
lead resistant,22851,1,1
resistant bacteria,35111,1,1
bacteria one,4006,1,1
benefit give,4740,1,1
give alternative,17655,1,1
alternative antibiotic,2156,1,1
nhealth,28054,1,1
nonly,28330,1,1
havoc,18870,1,1
none whatsoever,28324,1,1
whatsoever month,45781,1,1
month nhealth,26759,1,1
nhealth problem,28055,1,1
problem prior,32444,1,1
density nonly,10086,1,1
nonly create,28331,1,1
create havoc,8932,1,1
havoc previous,18871,1,1
previous good,32232,1,1
good health,18099,1,1
fosamax tend,16813,1,1
tend hold,41524,1,1
hold line,19709,1,1
line e,23877,1,1
e bone,12371,1,1
density progress,10087,1,1
rapidly never,33400,1,1
never increase,27930,1,1
increase density,20976,1,1
density density,10081,1,1
density decrease,10080,1,1
decrease gradually,9852,1,1
unmotivated,43995,1,1
akin,1487,1,1
dysthimia,12362,1,1
lamical,22573,1,1
wellbutrin effexor,45739,1,1
effexor alone,13120,1,1
alone improve,1817,1,1
addition lamictal,1089,1,1
make significant,24975,1,1
improvement two,20817,1,1
two antidepressant,43661,1,1
antidepressant could,2575,1,1
feel unmotivated,15582,1,1
unmotivated lethargic,43996,1,1
lethargic hopeless,23258,1,1
hopeless time,19805,1,1
time lamictal,42468,1,1
lamictal prevent,22584,1,1
prevent go,32161,1,1
go diagnose,17848,1,1
diagnose dysthymia,10569,1,1
dysthymia among,12365,1,1
among thing,2327,1,1
thing tell,41897,1,1
tell might,41437,1,1
might sort,26101,1,1
sort cycle,38500,1,1
cycle akin,9137,1,1
akin manic,1488,1,1
depressive course,10374,1,1
course extreme,8726,1,1
extreme doctor,14834,1,1
doctor concern,11291,1,1
concern initially,7742,1,1
initially diagnosis,21472,1,1
diagnosis thought,10598,1,1
thought diagnosis,42132,1,1
diagnosis receive,10595,1,1
receive dysthimia,33818,1,1
dysthimia may,12363,1,1
may wrong,25304,1,1
wrong really,46835,1,1
really manic,33709,1,1
depressive apparently,10373,1,1
apparently mistake,2902,1,1
mistake make,26529,1,1
make quite,24962,1,1
bit thought,5050,1,1
thought imply,42138,1,1
imply boy,20626,1,1
boy glad,5440,1,1
glad someone,17753,1,1
someone come,38269,1,1
come lamical,7370,1,1
infrequently,21395,1,1
dizziness subside,11232,1,1
subside aura,39886,1,1
aura appear,3615,1,1
appear lot,2926,1,1
lot infrequently,24494,1,1
comprehend,7666,1,1
college student,7240,1,1
student hard,39794,1,1
hard focus,18818,1,1
hardly listen,18842,1,1
listen conversation,23960,1,1
conversation reading,8395,1,1
reading skill,33602,1,1
skill awful,37403,1,1
awful felt,3826,1,1
like scan,23797,1,1
scan word,36009,1,1
word really,46204,1,1
really comprehend,33673,1,1
radically,33319,1,1
injection life,21515,1,1
start change,38942,1,1
change radically,6445,1,1
radically reduce,33320,1,1
reduce joint,34103,1,1
swelling increase,40468,1,1
mobility sleep,26574,1,1
macrodantin,24755,1,1
use macrodantin,44307,1,1
macrodantin help,24756,1,1
releive bladder,34657,1,1
pain chronic,29877,1,1
chronic cystitis,6727,1,1
cystitis year,9227,1,1
become effectiveness,4324,1,1
effectiveness drug,13106,1,1
less start,23151,1,1
get bladder,17435,1,1
infection frequently,21221,1,1
frequently still,16964,1,1
still drug,39252,1,1
recieve,33850,1,1
find nothing,16044,1,1
nothing acid,28569,1,1
reflux change,34346,1,1
change eat,6421,1,1
eat recieve,12597,1,1
recieve instant,33851,1,1
relief acid,34676,1,1
reflux chronic,34347,1,1
chronic bronchitis,6725,1,1
jsu,22189,1,1
alleviation constipation,1667,1,1
constipation ongoing,8078,1,1
ongoing temporary,29290,1,1
temporary regular,41502,1,1
regular expect,34481,1,1
expect treatment,14567,1,1
would cure,46597,1,1
cure jsu,9061,1,1
jsu temporary,22190,1,1
renew,34980,1,1
intimacy,21797,1,1
confidence frequent,7848,1,1
frequent sex,16951,1,1
sex renew,36775,1,1
renew intimacy,34981,1,1
intimacy partner,21798,1,1
permit,30873,1,1
suffer tension,40044,1,1
headache cause,18929,1,1
stress headache,39674,1,1
headache tension,19002,1,1
tension back,41555,1,1
shoulder find,36940,1,1
find nurofen,16045,1,1
nurofen drug,28805,1,1
drug subside,12103,1,1
subside release,39903,1,1
release tension,34648,1,1
tension pain,41562,1,1
pain nurofen,30016,1,1
nurofen permit,28806,1,1
permit continue,30874,1,1
work daily,46251,1,1
relieve could,34776,1,1
lessoning,23238,1,1
depression lessoning,10291,1,1
lessoning anxiety,23239,1,1
anytime,2843,1,1
vague,44556,1,1
possibility,31525,1,1
nuclear,28739,1,1
radiation,33317,1,1
pill anytime,31088,1,1
anytime feel,2844,1,1
feel vague,15586,1,1
vague possibility,44557,1,1
possibility might,31526,1,1
might get,26087,1,1
sore able,38445,1,1
number outbreak,28775,1,1
outbreak example,29585,1,1
example valtrex,14398,1,1
valtrex time,44585,1,1
without valtrex,46128,1,1
valtrex outbreak,44582,1,1
outbreak seem,29596,1,1
seem somehow,36338,1,1
somehow less,38266,1,1
less viral,23171,1,1
viral sore,44752,1,1
sore may,38468,1,1
may still,25297,1,1
still form,39268,1,1
form entire,16747,1,1
entire process,13754,1,1
process blister,32499,1,1
blister opening,5157,1,1
opening scabbing,29345,1,1
scabbing feel,35987,1,1
feel quite,15537,1,1
like face,23726,1,1
face nuclear,15024,1,1
nuclear radiation,28740,1,1
radiation site,33318,1,1
convenient effective,8380,1,1
skin turnover,37580,1,1
turnover prevent,43613,1,1
prevent acne,32142,1,1
aarm,229,1,1
strained,39616,1,1
8mths,218,1,1
bursitis left,5758,1,1
left thigh,22946,1,1
thigh tennis,41824,1,1
elbow right,13218,1,1
right aarm,35560,1,1
aarm also,230,1,1
also strained,2111,1,1
strained muscle,39617,1,1
muscle low,27374,1,1
bursitis bother,5757,1,1
bother quite,5397,1,1
quite time,33283,1,1
time 8mths,42364,1,1
8mths mainly,219,1,1
mainly nighttime,24787,1,1
nighttime lie,28227,1,1
lie bed,23442,1,1
bed find,4413,1,1
get comfortable,17446,1,1
comfortable often,7422,1,1
use hot,44280,1,1
water bottle,45135,1,1
bottle soothe,5409,1,1
damn,9337,1,1
still depress,39246,1,1
depress bad,10141,1,1
bad anything,4027,1,1
anything well,2838,1,1
well anti,45532,1,1
anti bipolar,2507,1,1
bipolar med,5020,1,1
med damn,25395,1,1
damn doc,9338,1,1
doc think,11275,1,1
think bipolar,41920,1,1
10x,27,1,1
chart,6492,1,1
begin reduce,4509,1,1
reduce itchy,34102,1,1
itchy swollen,22054,1,1
swollen eye,40540,1,1
eye long,14926,1,1
vision gradually,44801,1,1
gradually clear,18247,1,1
clear return,6964,1,1
return near,35439,1,1
near normal,27609,1,1
normal additional,28363,1,1
additional three,1109,1,1
week itchiness,45331,1,1
itchiness continue,22019,1,1
continue reduce,8175,1,1
reduce distance,34051,1,1
vision continue,44800,1,1
improve eye,20696,1,1
still itchy,39286,1,1
itchy go,22048,1,1
put counter,33071,1,1
counter eye,8679,1,1
drop eye,11824,1,1
eye 10x,14888,1,1
10x eight,28,1,1
period 2x,30769,1,1
2x eight,107,1,1
period improve,30802,1,1
improve barely,20675,1,1
barely able,4169,1,1
able read,386,1,1
read top,33589,1,1
top line,42833,1,1
eye chart,14896,1,1
chart almost,6493,1,1
normal vision,28442,1,1
std,39142,1,1
expose std,14756,1,1
std medication,39143,1,1
rid also,35522,1,1
take cipro,40951,1,1
cipro cure,6773,1,1
mandatory,25073,1,1
dosage suppose,11492,1,1
help thyroid,19447,1,1
function correctly,17094,1,1
correctly however,8462,1,1
however appear,20025,1,1
appear make,2927,1,1
make lethargic,24941,1,1
lethargic even,23257,1,1
show work,36967,1,1
work correctly,46248,1,1
correctly experience,8461,1,1
benefit exercise,4727,1,1
exercise take,14508,1,1
take mandatory,41080,1,1
mandatory drug,25074,1,1
le pain,22831,1,1
laundry,22770,1,1
paperwork,30235,1,1
easy pill,12538,1,1
bed noticably,4426,1,1
noticably help,28617,1,1
clearly speak,7030,1,1
speak good,38580,1,1
good organize,18142,1,1
organize thought,29473,1,1
thought could,42130,1,1
could accomplish,8552,1,1
accomplish small,546,1,1
small project,37985,1,1
project aricept,32677,1,1
aricept sort,3140,1,1
sort thing,38510,1,1
thing laundry,41875,1,1
laundry paperwork,22771,1,1
paperwork bill,30236,1,1
bill remember,4999,1,1
remember eat,34909,1,1
eat brush,12563,1,1
brush teeth,5695,1,1
teeth shower,41400,1,1
shower etc,36970,1,1
yea,46900,1,1
buff,5701,1,1
aloe,1807,1,1
ur,44114,1,1
make acne,24862,1,1
acne mask,752,1,1
mask aspirin,25209,1,1
aspirin yea,3343,1,1
yea conventional,46901,1,1
conventional help,8386,1,1
help buff,19256,1,1
buff skin,5702,1,1
skin hear,37486,1,1
hear heal,19109,1,1
heal property,19046,1,1
property add,32765,1,1
add aloe,1010,1,1
aloe vera,1808,1,1
vera gel,44656,1,1
gel soothe,17297,1,1
soothe property,38443,1,1
property aspirin,32766,1,1
aspirin say,3342,1,1
say prolong,35959,1,1
prolong ur,32693,1,1
ur life,44115,1,1
life read,23547,1,1
read remember,33585,1,1
remember think,34922,1,1
think news,41979,1,1
news news,28014,1,1
news article,28013,1,1
achey,625,1,1
ness,27855,1,1
seem numb,36324,1,1
numb help,28746,1,1
discomfort sleep,11030,1,1
time achey,42367,1,1
achey ness,626,1,1
pill month,31127,1,1
think enough,41943,1,1
enough time,13716,1,1
time see,42541,1,1
uselessness,44447,1,1
motivated focus,27065,1,1
focus accomplish,16481,1,1
activity increase,909,1,1
feeling energy,15619,1,1
energy decreased,13573,1,1
decreased feeling,9930,1,1
feeling uselessness,15674,1,1
epilepsy,13795,1,1
beginning seizure,4543,1,1
seizure seem,36386,1,1
seem decrease,36274,1,1
also depakote,1972,1,1
diamox well,10612,1,1
well valium,45710,1,1
valium right,44570,1,1
right temporal,35586,1,1
lobe epilepsy,24118,1,1
epilepsy doctor,13796,1,1
add keppra,1020,1,1
keppra start,22321,1,1
start wean,39071,1,1
wean depakote,45225,1,1
diamox feel,10611,1,1
well med,45632,1,1
med keppra,25403,1,1
ciculation,6755,1,1
stop steady,39561,1,1
steady weight,39151,1,1
gain lethargy,17232,1,1
lethargy insomnia,23262,1,1
help problem,19393,1,1
problem poor,32441,1,1
poor ciculation,31438,1,1
ciculation generalized,6756,1,1
fog inability,16557,1,1
energy memory,13603,1,1
memory levothyroxine,25798,1,1
levothyroxine treatment,23380,1,1
treatment alone,43127,1,1
well combination,45548,1,1
breathe much,5607,1,1
easy inhaler,12524,1,1
loom,24326,1,1
debilitate panic,9758,1,1
attack zoloft,3551,1,1
zoloft couple,47235,1,1
notice substantial,28682,1,1
substantial difference,39928,1,1
difference longer,10736,1,1
felt loom,15772,1,1
loom dread,24327,1,1
dread come,11723,1,1
come panic,7379,1,1
calm control,5840,1,1
control finally,8274,1,1
back felt,3904,1,1
felt ease,15734,1,1
calm within,5880,1,1
time onset,42499,1,1
onset attack,29304,1,1
attack medicine,3519,1,1
medicine hand,25705,1,1
hand calm,18677,1,1
calm begin,5836,1,1
quickly take,33213,1,1
petits,30949,1,1
introduce,21818,1,1
imperative,20614,1,1
dilantin provide,10847,1,1
provide control,32852,1,1
seizure mostly,36383,1,1
mostly petits,27026,1,1
petits frequent,30950,1,1
frequent generally,16945,1,1
generally drug,17352,1,1
first introduce,16183,1,1
introduce little,21819,1,1
little need,24020,1,1
dosage imperative,11464,1,1
imperative treatment,20615,1,1
treatment though,43291,1,1
drug non,12035,1,1
non generic,28258,1,1
march,25164,1,1
april,3075,1,1
control runny,8333,1,1
eye sneeze,14941,1,1
sneeze throughout,38146,1,1
throughout spring,42235,1,1
spring allergy,38778,1,1
season also,36122,1,1
also prove,2074,1,1
prove useful,32832,1,1
useful antihistamine,44437,1,1
antihistamine whenever,2603,1,1
whenever similar,45804,1,1
similar symptom,37142,1,1
symptom normal,40649,1,1
normal allergy,28365,1,1
season march,36123,1,1
march april,25165,1,1
week depression,45286,1,1
less hyperactivity,23084,1,1
hyperactivity well,20248,1,1
organize work,29474,1,1
work accomplish,46213,1,1
task regulate,41329,1,1
cycle tell,9159,1,1
tell husband,41434,1,1
husband must,20203,1,1
must normal,27409,1,1
normal non,28411,1,1
non depress,28254,1,1
depress non,10152,1,1
non adhd,28252,1,1
adhd adult,1134,1,1
adult feel,1191,1,1
actually throw,977,1,1
throw couple,42248,1,1
week night,45356,1,1
night find,28130,1,1
find barretts,15995,1,1
barretts treatment,4180,1,1
clear barretts,6881,1,1
barretts year,4181,1,1
hyperthyroid,20280,1,1
radio,33323,1,1
expereincing,14586,1,1
syntroid,40788,1,1
cosistant,8480,1,1
medication graf,25529,1,1
disease keep,11094,1,1
keep thyroid,22303,1,1
level constant,23282,1,1
constant state,8052,1,1
state continually,39096,1,1
continually change,8126,1,1
change dosage,6419,1,1
medication hyperthyroid,25540,1,1
hyperthyroid also,20281,1,1
cause birth,6185,1,1
defect anticipate,9974,1,1
anticipate child,2569,1,1
child within,6596,1,1
go radio,17944,1,1
radio active,33324,1,1
active iodine,872,1,1
iodine one,21854,1,1
month thyroid,26817,1,1
thyroid destroy,42290,1,1
destroy try,10474,1,1
try generic,43484,1,1
brand synthroid,5485,1,1
synthroid still,40784,1,1
still expereincing,39259,1,1
expereincing change,14587,1,1
change thyroid,6456,1,1
doctor perscribed,11329,1,1
perscribed name,30886,1,1
brand syntroid,5486,1,1
syntroid cosistant,40789,1,1
cosistant level,8481,1,1
level least,23321,1,1
least year,22893,1,1
stiffness less,39208,1,1
mobility less,26570,1,1
swelling improve,40467,1,1
mood improved,26890,1,1
improved mobility,20761,1,1
take cold,40958,1,1
sore end,38459,1,1
end slightly,13501,1,1
slightly small,37878,1,1
small usually,37994,1,1
usually second,44492,1,1
time size,42546,1,1
